County,State,No_HS_Diploma,Unemployed,Sev_Work_Disabled,Major_Depression,Recent_Drug_Use,Toxic_Chem,Ozone_Ind,Particulate_Matter_Ind,Lead_Ind
"Otter Tail",MN,7456,1425,928,3248,3105,264632,1,1,1
Pennington,MN,1731,459,208,752,727,0,1,1,1
Pine,MN,4106,893,366,1607,1589,-2222,1,1,1
Pipestone,MN,1443,187,103,525,504,238721,1,1,1
Polk,MN,3679,773,784,1723,1796,376796,1,1,1
Pope,MN,1431,233,126,639,611,-2222,1,1,1
Ramsey,MN,39792,11346,6407,26646,27130,973896,1,1,1
"Red Lake",MN,633,153,48,244,235,-2222,1,1,1
Redwood,MN,2157,325,214,880,836,307380,1,1,1
Renville,MN,2163,418,187,920,890,254948,1,1,1
Rice,MN,5492,1395,1100,3348,3950,167488,1,1,1
Rock,MN,1181,158,88,525,516,6400,1,1,1
Roseau,MN,1875,527,201,877,884,27369,1,1,1
"St. Louis",MN,16880,5142,3072,11210,11671,478801,1,1,1
Scott,MN,6736,2271,1181,6192,6435,71136,1,1,1
Sherburne,MN,5090,1911,812,4314,4737,7055079,1,1,1
Sibley,MN,2108,379,204,825,811,101812,1,1,1
Stearns,MN,11944,3472,1710,7803,9158,77578,1,1,1
Steele,MN,3110,815,405,1925,1961,537253,1,1,1
Stevens,MN,895,196,140,554,706,29349,1,1,1
Swift,MN,1581,247,310,649,597,6971,1,1,1
Todd,MN,3396,638,546,1352,1359,410183,1,1,1
Traverse,MN,474,70,69,217,207,-2222,1,1,1
Wabasha,MN,2161,523,285,1227,1213,39748,1,1,1
Wadena,MN,1879,433,298,749,734,16920,1,1,1
Waseca,MN,1986,470,228,1067,1040,8193,1,1,1
Washington,MN,8532,4352,2919,11690,11875,2426894,1,1,1
Watonwan,MN,1787,245,135,599,579,14,1,1,1
Wilkin,MN,705,135,70,371,368,-2222,1,1,1
Winona,MN,4726,1024,566,2771,3414,122859,1,1,1
Wright,MN,8230,2558,1362,5789,6125,7580,1,1,1
"Yellow Medicine",MN,1298,236,149,574,542,2132,1,1,1
Adams,MS,5686,1346,1180,1877,1422,0,1,1,1
Alcorn,MS,7809,1204,1844,2121,1541,1181804,1,1,1
Amite,MS,2977,467,445,809,622,125,1,1,1
Attala,MS,4778,679,716,1152,881,80463,1,1,1
Benton,MS,2148,328,280,456,344,-2222,1,1,1
Bolivar,MS,7708,1603,1234,2175,2018,7585,1,1,1
Calhoun,MS,3546,495,597,875,651,56903,1,1,1
Carroll,MS,2430,371,262,638,478,-2222,1,1,1
Chickasaw,MS,4952,782,776,1086,858,10,1,1,1
Choctaw,MS,2238,303,377,565,436,189046,1,1,1
Claiborne,MS,1775,470,326,651,663,-2222,1,1,1
Clarke,MS,3724,598,576,1034,767,7250,1,1,1
Clay,MS,4208,996,794,1218,995,274659,1,1,1
Coahoma,MS,6309,1309,926,1536,1335,352441,1,1,1
Copiah,MS,5582,1092,1016,1681,1422,587145,1,1,1
Covington,MS,4245,634,853,1161,929,1138410,1,1,1
DeSoto,MS,16260,2837,4150,7863,6205,379681,2,1,1
Forrest,MS,9191,2387,2681,4414,4106,350666,1,1,1
Franklin,MS,1808,296,235,500,392,-2222,1,1,1
George,MS,4064,802,529,1202,965,72993,1,1,1
Greene,MS,2831,485,477,799,653,-2222,1,1,1
Grenada,MS,5435,823,935,1333,1042,470328,1,1,1
Hancock,MS,7106,2265,1598,2800,2068,100667,1,1,1
Harrison,MS,24612,10343,5181,11195,8856,13477889,2,1,1
Hinds,MS,30085,8794,6501,14115,11863,784617,1,1,1
Holmes,MS,4795,914,734,1135,1050,2,1,1,1
Humphreys,MS,2844,492,310,566,492,106244,1,1,1
Issaquena,MS,508,104,82,115,98,-2222,1,1,1
Itawamba,MS,5295,740,703,1384,1092,22325,1,1,1
Jackson,MS,16810,6418,4575,7890,6202,3708914,2,1,1
Jasper,MS,3939,625,664,1049,819,37717,1,1,1
Jefferson,MS,2337,458,435,541,465,-2222,1,1,1
"Jefferson Davis",MS,2844,543,543,763,611,-2222,1,1,1
Jones,MS,11271,1877,2110,3864,3031,975191,1,1,1
Kemper,MS,2587,428,333,601,496,6,1,1,1
Lafayette,MS,4894,1092,1207,2512,2654,12279,1,1,1
Lamar,MS,4748,1186,1311,2569,2142,1378747,1,1,1
Lauderdale,MS,12551,2595,2161,4431,3452,460735,1,1,1
Lawrence,MS,2384,453,490,788,622,2625599,1,1,1
Leake,MS,5023,657,661,1257,1033,2041147,1,1,1
Lee,MS,12968,2592,2319,4524,3484,177686,1,1,1
Leflore,MS,8123,1499,1135,2023,1808,734339,1,1,1
Lincoln,MS,6306,1153,1263,1990,1529,1363,1,1,1
Lowndes,MS,9190,2160,1720,3404,2775,2631448,1,1,1
Madison,MS,9078,2301,2170,4815,3883,879408,1,1,1
Marion,MS,5413,938,1005,1454,1168,33229,1,1,1
Marshall,MS,8960,1401,1286,2072,1671,94398,1,1,1
Monroe,MS,8615,1505,1096,2221,1726,10552750,1,1,1
Montgomery,MS,2966,423,445,694,535,1,1,1,1
Neshoba,MS,6070,953,1040,1687,1348,27802,1,1,1
Newton,MS,3866,644,788,1283,1032,75996,1,1,1
Noxubee,MS,3092,571,454,677,566,74993,1,1,1
Oktibbeha,MS,4226,1331,1696,2520,2851,45224,1,1,1
Panola,MS,8036,1387,1193,2002,1657,249037,1,1,1
"Pearl River",MS,8783,1997,2094,3082,2417,9481,1,1,1
Perry,MS,2227,459,465,697,539,2012249,1,1,1
Pike,MS,7481,1461,1518,2237,1756,600925,1,1,1
Pontotoc,MS,6142,849,1028,1648,1297,17487,1,1,1
Prentiss,MS,5995,939,915,1514,1179,46420,1,1,1
Quitman,MS,2591,414,366,525,444,304793,1,1,1
Rankin,MS,15835,3320,3200,7795,6080,124752,1,1,1
Scott,MS,6959,821,932,1636,1302,2999522,1,1,1
Sharkey,MS,1409,323,292,328,279,-2222,1,1,1
Simpson,MS,5644,801,1002,1606,1267,0,1,1,1
Smith,MS,3081,459,663,936,730,337397,1,1,1
Stone,MS,2389,532,564,860,713,3685,1,1,1
Sunflower,MS,7885,1287,1019,1846,1653,75257,1,1,1
Tallahatchie,MS,4008,653,456,804,676,-2222,1,1,1
Tate,MS,4684,830,864,1522,1284,69056,1,1,1
Tippah,MS,4841,711,1136,1256,977,11508,1,1,1
Tishomingo,MS,4791,745,1005,1168,835,402643,1,1,1
Tunica,MS,2450,468,350,564,476,843,1,1,1
Union,MS,5647,810,898,1569,1185,111855,1,1,1
Walthall,MS,3268,565,627,891,717,-2222,1,1,1
Warren,MS,7183,1772,1282,2781,2192,2806234,1,1,1
Washington,MS,11855,2908,3013,3240,2727,14030,1,1,1
Wayne,MS,4821,716,830,1220,970,67849,1,1,1
Webster,MS,2183,311,366,596,453,55655,1,1,1
Wilkinson,MS,2759,487,547,607,501,216,1,1,1
Winston,MS,4191,655,722,1168,900,235363,1,1,1
Yalobusha,MS,2775,494,801,788,598,15281,1,1,1
Yazoo,MS,6329,1081,1055,1616,1289,1867746,1,1,1
Adair,MO,2027,547,447,1650,1647,-2222,1,1,1
Andrew,MO,1742,502,397,1126,818,-2222,1,1,1
Atchison,MO,871,147,105,425,301,-2222,1,1,1
Audrain,MO,4361,636,598,1693,1167,352886,1,1,1
Barry,MO,5789,855,961,2321,1651,208090,1,1,1
Barton,MO,1967,323,269,845,606,7965,1,1,1
Bates,MO,2656,509,393,1124,805,-2222,1,1,1
Benton,MO,3939,488,723,1330,866,-2222,1,1,1
Bollinger,MO,2464,359,366,822,588,6,1,1,1
Boone,MO,9117,3013,2161,9472,8358,663780,1,1,1
Buchanan,MO,10415,2698,2694,5609,4131,853455,1,1,1
Butler,MO,8330,1156,1896,2748,1916,89298,1,1,1
Caldwell,MO,1156,262,202,605,431,-2222,1,1,1
Callaway,MO,5811,1069,993,2804,2162,34058,1,1,1
Camden,MO,4911,1104,876,2751,1808,974758,1,1,1
"Cape Girardeau",MO,8703,1694,1741,4748,3688,329789,1,1,1
Carroll,MO,1452,271,199,677,477,27784,1,1,1
Carter,MO,1343,187,222,391,276,1162516,1,1,1
Cass,MO,8210,2357,1535,6077,4470,2041,1,1,1
Cedar,MO,2527,364,459,954,678,0,1,1,1
Chariton,MO,1175,232,187,561,384,250,1,1,1
Christian,MO,6251,1433,1820,4376,3213,8918,1,1,1
Clark,MO,1026,214,265,490,344,-2222,1,1,1
Clay,MO,15131,5039,4261,13108,9395,1500552,2,1,1
Clinton,MO,1919,549,473,1370,998,-2222,2,1,1
Cole,MO,7174,1673,1389,4825,3484,18321,1,1,1
Cooper,MO,2176,420,306,1163,931,69369,1,1,1
Crawford,MO,4924,711,581,1577,1131,2773,1,1,1
Dade,MO,1176,205,216,532,367,-2222,1,1,1
Dallas,MO,2985,395,493,1068,770,-2222,1,1,1
Daviess,MO,1116,197,160,523,376,0,1,1,1
DeKalb,MO,2069,290,287,876,592,-2222,1,1,1
Dent,MO,3494,409,519,1007,703,9882,1,1,1
Douglas,MO,2815,362,460,913,654,94,1,1,1
Dunklin,MO,7854,1080,1222,2102,1486,25482,1,1,1
Franklin,MO,14630,3020,1994,6437,4669,3782750,1,1,1
Gasconade,MO,2847,432,343,1062,739,-2222,1,1,1
Gentry,MO,810,149,165,437,311,-2222,1,1,1
Greene,MO,25029,5761,6817,16870,12943,701700,1,1,1
Grundy,MO,1501,252,241,691,475,52,1,1,1
Harrison,MO,1236,239,219,600,408,-2222,1,1,1
Henry,MO,3580,650,692,1526,1047,1099985,1,1,1
Hickory,MO,1841,251,349,660,427,-2222,1,1,1
Holt,MO,643,120,137,346,239,98306,1,1,1
Howard,MO,1194,252,203,663,524,122638,1,1,1
Howell,MO,6871,934,1802,2518,1788,121038,1,1,1
Iron,MO,2427,358,444,682,483,27689050,1,1,1
Jackson,MO,72781,21862,12894,42752,30443,1679567,1,1,1
Jasper,MO,14630,2633,3712,7116,5289,886195,1,1,1
Jefferson,MO,28963,6191,5587,13845,10146,13937427,1,1,2
Johnson,MO,4119,1175,952,3288,2930,6916613,1,1,1
Knox,MO,577,96,109,278,190,-2222,1,1,1
Laclede,MO,6225,930,991,2253,1620,93210,1,1,1
Lafayette,MO,4501,931,656,2188,1562,14632,1,1,1
Lawrence,MO,5520,862,1002,2399,1743,132261,1,1,1
Lewis,MO,1339,264,186,671,521,-2222,1,1,1
Lincoln,MO,7167,1239,809,3052,2360,2870,2,1,1
Linn,MO,1793,546,392,867,602,-2222,1,1,1
Livingston,MO,1937,351,283,962,655,10447,1,1,1
McDonald,MO,4432,506,879,1433,1071,298271,1,1,1
Macon,MO,2398,409,328,1042,711,152657,1,1,1
Madison,MO,2634,374,385,817,572,-2222,1,1,1
Maries,MO,1559,226,247,595,421,1122,1,1,1
Marion,MO,3856,760,734,1841,1334,194582,1,1,1
Mercer,MO,442,79,73,245,166,0,1,1,1
Miller,MO,4348,755,648,1629,1162,220,1,1,1
Mississippi,MO,3524,422,552,892,639,17749,1,1,1
Moniteau,MO,2258,390,282,993,717,0,1,1,1
Monroe,MO,1358,248,193,622,439,317,1,1,1
Montgomery,MO,2391,361,251,809,574,4056,1,1,1
Morgan,MO,3648,596,632,1375,932,20416,1,1,1
"New Madrid",MO,4583,615,632,1217,852,1983674,1,1,1
Newton,MO,7468,1381,1069,3627,2617,46027,1,1,1
Nodaway,MO,1588,448,524,1499,1429,207120,1,1,1
Oregon,MO,2029,228,477,700,482,-2222,1,1,1
Osage,MO,2200,357,258,880,645,322628,1,1,1
Ozark,MO,1835,243,310,656,438,-2222,1,1,1
Pemiscot,MO,5024,632,694,1188,899,309635,1,1,1
Perry,MO,3651,420,351,1220,849,176754,1,1,1
Pettis,MO,5765,1161,1232,2592,1859,1317752,1,1,1
Phelps,MO,5572,982,964,2812,2287,2066,1,1,1
Pike,MO,3075,474,402,1266,910,1499828,1,1,1
Platte,MO,4541,2051,1398,5420,3855,378543,1,1,1
Polk,MO,4124,660,784,1884,1488,9871,1,1,1
Pulaski,MO,3581,914,940,2714,2572,213075,1,1,1
Putnam,MO,729,120,117,346,230,0,1,1,1
Ralls,MO,1446,304,196,662,467,287668,1,1,1
Randolph,MO,3902,669,574,1675,1196,1746748,1,1,1
Ray,MO,3273,644,561,1569,1158,4137,1,1,1
Reynolds,MO,1619,205,258,450,307,36925372,1,1,1
Ripley,MO,3599,391,522,923,649,-2222,1,1,1
"St. Charles",MO,23078,7435,3426,21113,15897,4366291,2,1,1
"St. Clair",MO,1880,251,300,668,443,-2222,1,1,1
"Ste. Genevieve",MO,3222,511,530,1215,885,423612,1,1,1
"St. Francois",MO,11686,1803,2239,4178,2987,47560,1,1,1
"St. Louis",MO,81339,28449,22672,66298,47188,1748175,2,1,1
Saline,MO,3905,603,611,1525,1165,71221,1,1,1
Schuyler,MO,565,134,107,292,198,-2222,1,1,1
Scotland,MO,741,97,103,317,236,-2222,1,1,1
Scott,MO,7338,1180,1184,2641,1911,104812,1,1,1
Shannon,MO,1833,283,328,556,401,786450,1,1,1
Shelby,MO,874,165,132,452,322,12,1,1,1
Stoddard,MO,6847,919,1074,2000,1391,1105,1,1,1
Stone,MO,4425,1233,826,2140,1386,-2222,1,1,1
Sullivan,MO,1310,184,179,455,308,91000,1,1,1
Taney,MO,5428,2187,946,2883,2052,1,1,1,1
Texas,MO,4873,667,875,1666,1169,26,1,1,1
Vernon,MO,3153,490,521,1319,969,174167,1,1,1
Warren,MO,3910,781,543,1889,1392,172384,1,1,1
Washington,MO,5933,884,696,1574,1165,606,1,1,1
Wayne,MO,3689,390,565,884,605,36573,1,1,1
Webster,MO,5655,745,939,2220,1655,38293,1,1,1
Worth,MO,302,47,40,149,104,-2222,1,1,1
Wright,MO,3496,522,574,1186,855,45655,1,1,1
"St. Louis City",MO,64058,13095,11338,22161,16375,3511779,1,2,1
Beaverhead,MT,614,172,194,640,510,-2222,1,1,1
"Big Horn",MT,1775,455,265,836,711,845,1,1,1
Blaine,MT,851,128,328,440,358,-2222,1,1,1
Broadwater,MT,485,87,93,339,223,1081,1,1,1
Carbon,MT,850,190,215,743,499,-2222,1,1,1
Carter,MT,159,25,23,100,71,-2222,1,1,1
Cascade,MT,6933,1605,1950,5666,4034,67045,1,1,1
Chouteau,MT,477,95,96,394,292,-2222,1,1,1
Custer,MT,1168,215,295,816,578,0,1,1,1
Daniels,MT,200,28,41,141,90,-2222,1,1,1
Dawson,MT,1046,150,277,647,460,-2222,1,1,1
"Deer Lodge",MT,986,226,282,677,477,-2222,1,1,1
Fallon,MT,276,44,92,203,140,-2222,1,1,1
Fergus,MT,1129,282,352,859,581,-2222,1,1,1
Flathead,MT,7235,1917,2709,6033,4242,872203,1,1,1
Gallatin,MT,3354,1328,960,5740,4794,52955,1,1,1
Garfield,MT,130,26,39,88,57,-2222,1,1,1
Glacier,MT,1662,439,351,878,764,-2222,1,1,1
"Golden Valley",MT,230,23,36,83,58,-2222,1,1,1
Granite,MT,262,68,73,224,153,-2222,1,1,1
Hill,MT,1325,345,345,1127,924,-2222,1,1,1
Jefferson,MT,751,212,263,819,606,14349963,1,1,1
"Judith Basin",MT,192,48,56,163,114,-2222,1,1,1
Lake,MT,2935,619,688,1995,1501,-2222,1,1,1
"Lewis and Clark",MT,3447,1154,1124,4252,3040,10861,1,1,1
Liberty,MT,360,40,50,152,104,-2222,1,1,1
Lincoln,MT,2693,638,766,1422,975,0,1,1,1
McCone,MT,183,35,41,135,88,-2222,1,1,1
Madison,MT,548,126,305,556,362,-2222,1,1,1
Meagher,MT,236,41,38,147,99,-2222,1,1,1
Mineral,MT,478,111,108,298,204,-2222,1,1,1
Missoula,MT,5944,2150,1331,7374,5865,1774741,1,1,1
Musselshell,MT,561,109,151,334,217,-2222,1,1,1
Park,MT,1435,356,447,1191,772,-2222,1,1,1
Petroleum,MT,55,11,14,34,23,-2222,1,1,1
Phillips,MT,509,89,75,307,220,-2222,1,1,1
Pondera,MT,728,136,174,430,332,-2222,1,1,1
"Powder River",MT,202,35,36,126,85,-2222,1,1,1
Powell,MT,914,162,207,534,368,-2222,1,1,1
Prairie,MT,185,26,18,87,49,-2222,1,1,1
Ravalli,MT,3511,861,935,2918,2024,14997,1,1,1
Richland,MT,1034,174,238,662,474,364759,1,1,1
Roosevelt,MT,1178,264,210,673,577,212460,1,1,1
Rosebud,MT,868,239,166,605,486,12539757,1,1,1
Sanders,MT,1498,287,280,829,557,4291,1,1,1
Sheridan,MT,497,64,81,274,176,-2222,1,1,1
"Silver Bow",MT,3353,748,781,2414,1749,26365237,1,1,1
Stillwater,MT,752,143,235,623,418,1071957,1,1,1
"Sweet Grass",MT,287,55,60,266,179,397501,1,1,1
Teton,MT,706,106,117,451,322,-2222,1,1,1
Toole,MT,659,84,97,371,270,-2222,1,1,1
Treasure,MT,66,17,14,51,37,-2222,1,1,1
Valley,MT,805,148,196,522,355,-2222,1,1,1
Wheatland,MT,424,43,49,143,103,-2222,1,1,1
Wibaux,MT,161,17,20,72,48,-2222,1,1,1
Yellowstone,MT,10614,2577,1469,9800,7063,912242,1,1,1
Adams,NE,2939,555,549,2007,1330,744343,1,1,1
Antelope,NE,694,131,123,431,265,-2222,1,1,1
Arthur,NE,28,11,6,24,14,-2222,1,1,1
Banner,NE,29,11,16,46,29,-2222,1,1,1
Blaine,NE,23,13,12,31,17,-2222,1,1,1
Boone,NE,609,110,83,352,220,-2222,1,1,1
"Box Butte",NE,904,233,177,680,415,11482,1,1,1
Boyd,NE,273,41,93,144,84,-2222,1,1,1
Brown,NE,400,62,89,210,118,-2222,1,1,1
Buffalo,NE,2815,744,587,2614,1955,178453,1,1,1
Burt,NE,820,192,114,460,272,-2222,1,1,1
Butler,NE,980,171,158,528,320,22890,1,1,1
Cass,NE,1814,576,401,1543,967,167721,1,1,1
Cedar,NE,979,139,166,541,348,360,1,1,1
Chase,NE,369,61,61,240,139,28237,1,1,1
Cherry,NE,615,88,107,373,227,-2222,1,1,1
Cheyenne,NE,908,151,158,611,367,0,1,1,1
Clay,NE,606,121,153,413,253,395998,1,1,1
Colfax,NE,1848,168,165,604,384,4709621,1,1,1
Cuming,NE,1383,165,149,585,356,1035958,1,1,1
Custer,NE,976,180,430,694,417,-2222,1,1,1
Dakota,NE,3303,513,412,1135,747,10264205,1,1,1
Dawes,NE,642,151,124,534,443,-2222,1,1,1
Dawson,NE,4065,546,361,1397,888,3588919,1,1,1
Deuel,NE,211,34,42,129,75,-2222,1,1,1
Dixon,NE,730,127,109,370,231,26050,1,1,1
Dodge,NE,3970,863,694,2197,1369,577966,1,1,1
Douglas,NE,39525,12041,8544,28631,18492,993232,1,1,1
Dundy,NE,270,45,40,136,77,-2222,1,1,1
Fillmore,NE,518,107,97,391,233,-2222,1,1,1
Franklin,NE,347,63,50,216,127,-2222,1,1,1
Frontier,NE,216,46,51,172,114,-2222,1,1,1
Furnas,NE,564,93,105,314,178,-2222,1,1,1
Gage,NE,2932,561,508,1449,852,2111501,1,1,1
Garden,NE,227,32,32,133,70,-2222,1,1,1
Garfield,NE,248,31,31,115,65,-2222,1,1,1
Gosper,NE,161,38,33,127,71,-2222,1,1,1
Grant,NE,45,12,9,42,26,-2222,1,1,1
Greeley,NE,291,51,35,149,86,-2222,1,1,1
Hall,NE,6376,1165,1165,3220,1986,102723,1,1,1
Hamilton,NE,658,148,165,570,356,11862,1,1,1
Harlan,NE,353,58,59,219,125,-2222,1,1,1
Hayes,NE,77,18,21,63,40,-2222,1,1,1
Hitchcock,NE,306,56,54,189,108,9259,1,1,1
Holt,NE,1152,195,219,660,393,4413,1,1,1
Hooker,NE,55,14,9,48,28,-2222,1,1,1
Howard,NE,577,131,120,407,253,-2222,1,1,1
Jefferson,NE,894,167,129,503,289,1949654,1,1,1
Johnson,NE,654,110,75,296,170,-2222,1,1,1
Kearney,NE,536,113,125,415,248,15428,1,1,1
Keith,NE,785,159,131,518,299,-2222,1,1,1
"Keya Paha",NE,113,15,12,55,30,-2222,1,1,1
Kimball,NE,407,64,55,235,138,863035,1,1,1
Knox,NE,1120,167,155,552,323,-2222,1,1,1
Lancaster,NE,15837,5486,3982,16060,11053,1535899,1,1,1
Lincoln,NE,3266,730,785,2146,1319,3133140,1,1,1
Logan,NE,47,11,12,46,28,-2222,1,1,1
Loup,NE,39,15,14,42,25,-2222,1,1,1
McPherson,NE,39,6,10,31,19,-2222,1,1,1
Madison,NE,3955,829,534,2090,1359,136397,1,1,1
Merrick,NE,804,160,125,488,296,31993,1,1,1
Morrill,NE,718,90,164,315,196,-2222,1,1,1
Nance,NE,483,81,55,223,136,-2222,1,1,1
Nemaha,NE,669,163,111,437,289,60107,1,1,1
Nuckolls,NE,527,79,87,300,169,-2222,1,1,1
Otoe,NE,1533,346,350,945,562,1321484,1,1,1
Pawnee,NE,341,58,107,183,103,-2222,1,1,1
Perkins,NE,268,41,47,188,115,-2222,1,1,1
Phelps,NE,704,151,136,576,343,92963,1,1,1
Pierce,NE,758,153,144,456,302,26987,1,1,1
Platte,NE,3084,650,525,1825,1166,165757,1,1,1
Polk,NE,503,99,93,332,193,-2222,1,1,1
"Red Willow",NE,905,209,153,676,411,33313,1,1,1
Richardson,NE,1109,201,168,543,324,-2222,1,1,1
Rock,NE,145,29,28,101,55,-2222,1,1,1
Saline,NE,1688,272,216,851,582,1660520,1,1,1
Sarpy,NE,5727,2388,2701,7970,5417,5303,1,1,1
Saunders,NE,1792,440,326,1235,780,-2222,1,1,1
"Scotts Bluff",NE,5019,804,763,2206,1344,167887,1,1,1
Seward,NE,1297,289,252,1015,733,2755,1,1,1
Sheridan,NE,539,90,78,349,209,-2222,1,1,1
Sherman,NE,397,73,115,195,111,-2222,1,1,1
Sioux,NE,142,23,36,94,56,-2222,1,1,1
Stanton,NE,586,115,100,384,248,11276494,1,1,1
Thayer,NE,747,92,85,341,189,11670,1,1,1
Thomas,NE,76,16,9,41,22,-2222,1,1,1
Thurston,NE,766,239,104,378,288,250,1,1,1
Valley,NE,469,87,72,274,161,-2222,1,1,1
Washington,NE,1332,371,286,1205,792,926485,1,1,1
Wayne,NE,633,167,185,570,502,48480,1,1,1
Webster,NE,446,72,65,238,134,-2222,1,1,1
Wheeler,NE,50,14,17,49,31,-2222,1,1,1
York,NE,1231,239,261,879,554,21917,1,1,1
Churchill,NV,2287,517,568,1721,1469,330582,1,1,1
Clark,NV,227718,34433,76360,123975,103386,4108473,2,1,1
Douglas,NV,2842,971,999,3696,2898,2514,1,1,1
Elko,NV,5703,916,1015,3153,2894,53239355,1,1,1
Esmeralda,NV,127,24,30,65,49,7805,1,1,1
Eureka,NV,222,26,30,106,90,60439849,1,1,1
Humboldt,NV,2285,303,400,1198,1065,110767395,1,1,1
Lander,NV,644,115,130,356,326,19275299,1,1,1
Lincoln,NV,479,79,134,326,293,-2222,1,1,1
Lyon,NV,5828,1065,1498,3547,2999,277216,1,1,1
Mineral,NV,778,122,160,378,311,2,1,1,1
Nye,NV,5929,848,2012,3136,2491,8299257,1,1,1
Pershing,NV,1024,129,170,485,415,47755836,1,1,1
Storey,NV,401,94,144,332,259,1167,1,1,1
Washoe,NV,40975,8247,12362,28706,24161,500106,1,2,1
"White Pine",NV,1107,180,289,698,582,21306364,1,1,1
"Carson City",NV,6650,1264,1295,4224,3414,7054,1,1,1
Belknap,NH,6229,1054,1775,3509,4187,5399,1,1,1
Carroll,NH,4072,833,895,2747,3139,-2222,1,1,1
Cheshire,NH,7048,1343,1396,4352,5932,22907,1,1,1
Coos,NH,5586,695,897,1936,2252,838888,1,1,1
Grafton,NH,6863,1346,1518,4819,6671,14382,1,1,1
Hillsborough,NH,34784,8559,8087,21708,26965,234136,1,1,1
Merrimack,NH,11696,2487,3829,8167,10391,3109703,1,1,1
Rockingham,NH,19128,7194,6066,16126,19323,1000973,1,1,1
Strafford,NH,10357,2309,1610,6591,9289,26881,1,1,1
Sullivan,NH,5138,653,937,2417,2835,1498,1,1,1
Atlantic,NJ,39226,7132,5681,13902,13480,163406,1,1,1
Bergen,NJ,83761,17216,12515,47363,42982,360047,1,1,1
Burlington,NJ,38765,9015,11577,23382,22476,1441216,1,1,1
Camden,NJ,65974,12577,14440,26197,26279,70294,1,1,1
"Cape May",NJ,12751,3756,2183,5340,4839,451325,1,1,1
Cumberland,NJ,31797,4385,4103,7845,7760,491864,1,1,1
Essex,NJ,123336,20443,10344,39494,39507,168471,1,1,1
Gloucester,NJ,28303,6338,5718,14245,14514,1413547,1,1,1
Hudson,NJ,120339,15746,11417,31518,30173,4682344,1,1,1
Hunterdon,NJ,7529,2127,2112,6767,6330,14825,1,1,1
Mercer,NJ,43522,7419,6669,18877,19151,3172275,1,1,1
Middlesex,NJ,81603,17241,11772,40772,39877,1710586,1,1,1
Monmouth,NJ,50996,12981,9634,32425,31125,18314,1,1,1
Morris,NJ,31176,8608,5194,25163,23114,321785,1,1,1
Ocean,NJ,65757,11239,12263,29304,26603,20515,1,1,1
Passaic,NJ,84489,12852,7798,24770,24858,730534,1,1,1
Salem,NJ,9134,1520,1197,3439,3356,5450858,1,1,1
Somerset,NJ,22349,5782,3797,16210,14762,68379,1,1,1
Sussex,NJ,10295,3164,1648,7795,7607,16351,1,1,1
Union,NJ,72395,12660,7771,26910,25781,2753279,1,1,1
Warren,NJ,11222,2235,2973,5671,5328,485833,1,1,1
Bernalillo,NM,61681,14945,16746,38333,36833,156467,1,1,1
Catron,NM,562,100,77,239,202,-2222,1,1,1
Chaves,NM,10543,1596,1850,3806,3881,12338,1,1,1
Cibola,NM,4318,703,942,1692,1708,-2222,1,1,1
Colfax,NM,1850,380,401,902,825,222,1,1,1
Curry,NM,5954,946,1586,2725,2789,12828,1,1,1
"De Baca",NM,399,51,35,137,123,-2222,1,1,1
"Dona Ana",NM,33447,5006,5484,11446,12264,119012,1,2,1
Eddy,NM,8220,1216,1730,3196,3137,330098,1,1,1
Grant,NM,4153,766,969,1929,1803,4427803,1,1,1
Guadalupe,NM,958,141,145,292,274,-2222,1,1,1
Harding,NM,156,15,24,53,46,-2222,1,1,1
Hidalgo,NM,1020,143,146,317,316,-2222,1,1,1
Lea,NM,11381,1154,2122,3432,3525,224670,1,1,1
Lincoln,NM,2319,481,561,1403,1252,-2222,1,1,1
"Los Alamos",NM,488,327,377,1233,1121,8902,1,1,1
Luna,NM,6736,1691,870,1617,1595,0,1,1,1
McKinley,NM,13386,2049,2569,3958,4581,603198,1,1,1
Mora,NM,1049,245,151,338,323,-2222,1,1,1
Otero,NM,7642,1421,1735,3929,3932,84031,1,1,1
Quay,NM,1692,232,319,612,560,-2222,1,1,1
"Rio Arriba",NM,7048,1373,1105,2518,2464,-2222,1,1,1
Roosevelt,NM,2521,388,501,1106,1256,1684,1,1,1
Sandoval,NM,9672,2534,3174,6710,6639,47700,1,2,1
"San Juan",NM,17252,3026,4322,7501,8006,12401997,1,1,1
"San Miguel",NM,4846,888,1109,1877,1896,-2222,1,1,1
"Santa Fe",NM,15188,3213,3344,9287,8487,0,1,1,1
Sierra,NM,2280,291,537,883,754,-2222,1,1,1
Socorro,NM,3106,446,634,1137,1207,-2222,1,1,1
Taos,NM,4667,1198,1135,2100,1891,-2222,1,1,1
Torrance,NM,2636,428,622,1115,1103,-2222,1,1,1
Union,NM,525,77,83,249,234,-2222,1,1,1
Valencia,NM,10514,1694,1953,4282,4275,8030,1,1,1
Albany,NY,27144,6214,7535,17084,18569,885663,1,1,1
Allegany,NY,5148,1319,1215,2844,3539,59932,1,1,1
Bronx,NY,310237,37636,82567,70567,79134,765,1,1,1
Broome,NY,21184,4764,5191,11298,12333,996606,1,1,1
Cattaraugus,NY,10189,2344,2075,4627,4982,249921,1,1,1
Cayuga,NY,11672,2024,2277,4660,4785,15769,1,1,1
Chautauqua,NY,16992,3293,3551,7764,8417,1356234,2,1,1
